customer_id,categories_interested,price_sensitivity,preferred_brands,preferred_styles,preferred_shopping_days
CUST-0003701,home,medium,"Bellezza Studio,Veloce Luxe",editorial,anytime
CUST-0003702,"beauty,men",medium,"Seaside Atelier,Luxe & Co.","designer,classic",weekday_evening
CUST-0003703,"women,home",medium,Aurelle Couture,"contemporary,editorial",weekday_evening
CUST-0003704,"jewelry,beauty",medium,,"classic,designer",weekend
CUST-0003705,"beauty,women,accessories",low,"Bellezza Studio,Aurelle Couture",classic,weekend
CUST-0003706,"men,beauty,home",high,,contemporary,weekday_morning
CUST-0003707,"women,shoes,men",high,"Seaside Atelier,Luxe & Co.,Veloce Luxe","editorial,classic",weekend
CUST-0003708,accessories,low,"Seaside Atelier,Bellezza Studio,Montclair House",designer,weekday_evening
CUST-0003709,"shoes,jewelry",medium,"Montclair House,Bellezza Studio,Seaside Atelier","designer,editorial",weekday_morning
CUST-0003710,"shoes,accessories",medium,"Montclair House,Veloce Luxe,Aurelle Couture","athleisure,classic",weekday_morning
CUST-0003711,"handbags,men,beauty",high,"Seaside Atelier,Montclair House","editorial,classic",weekday_evening
CUST-0003712,"shoes,women",medium,"Bellezza Studio,Aurelle Couture,Seaside Atelier",contemporary,weekday_evening
CUST-0003713,jewelry,low,,"editorial,athleisure",weekday_evening
CUST-0003714,men,medium,,contemporary,weekend
CUST-0003715,"men,jewelry,women",medium,,designer,weekend
CUST-0003716,"accessories,men,women",medium,"Montclair House,Veloce Luxe","athleisure,contemporary",anytime
CUST-0003717,handbags,high,,"contemporary,designer",weekday_evening
CUST-0003718,"handbags,accessories",medium,,"designer,classic",anytime
CUST-0003719,"jewelry,beauty",low,,"designer,athleisure",weekday_evening
CUST-0003720,"handbags,jewelry",medium,"Luxe & Co.,Seaside Atelier","classic,contemporary",anytime
CUST-0003721,"women,beauty",medium,Luxe & Co.,designer,weekend
CUST-0003722,"handbags,jewelry",low,,designer,anytime
CUST-0003723,handbags,medium,,classic,weekday_evening
CUST-0003724,"men,handbags",low,"Luxe & Co.,Aurelle Couture",contemporary,weekend
CUST-0003725,"handbags,beauty,men",medium,"Bellezza Studio,Montclair House","editorial,designer",anytime
CUST-0003726,"accessories,men,shoes",medium,"Montclair House,Veloce Luxe,Bellezza Studio",designer,weekday_evening
CUST-0003727,"handbags,home,accessories",high,Bellezza Studio,athleisure,weekday_evening
CUST-0003728,"accessories,home",low,"Seaside Atelier,Luxe & Co.",athleisure,weekday_morning
CUST-0003729,jewelry,medium,"Bellezza Studio,Montclair House",athleisure,weekend
CUST-0003730,"handbags,accessories",low,,"athleisure,editorial",anytime
CUST-0003731,jewelry,low,,contemporary,weekday_evening
CUST-0003732,home,high,,classic,anytime
CUST-0003733,"jewelry,beauty,accessories",medium,Veloce Luxe,editorial,weekday_morning
CUST-0003734,handbags,medium,"Aurelle Couture,Montclair House","editorial,athleisure",anytime
CUST-0003735,men,medium,Luxe & Co.,athleisure,weekday_morning
CUST-0003736,"handbags,men,jewelry",high,"Seaside Atelier,Veloce Luxe",classic,weekend
CUST-0003737,beauty,high,Bellezza Studio,"contemporary,editorial",weekend
CUST-0003738,"women,beauty,shoes",medium,"Bellezza Studio,Aurelle Couture","editorial,contemporary",weekend
CUST-0003739,"beauty,shoes",medium,,athleisure,anytime
CUST-0003740,"shoes,handbags,accessories",high,Montclair House,contemporary,weekend
CUST-0003741,"jewelry,beauty",low,,athleisure,weekday_evening
CUST-0003742,accessories,high,"Veloce Luxe,Aurelle Couture","editorial,designer",weekday_morning
CUST-0003743,"shoes,jewelry,accessories",medium,,"editorial,athleisure",weekend
CUST-0003744,accessories,medium,"Seaside Atelier,Aurelle Couture,Veloce Luxe",contemporary,anytime
CUST-0003745,"shoes,accessories,handbags",medium,"Montclair House,Aurelle Couture,Bellezza Studio","contemporary,athleisure",anytime
CUST-0003746,women,medium,,"designer,contemporary",weekday_evening
CUST-0003747,shoes,low,Aurelle Couture,"designer,contemporary",weekday_evening
CUST-0003748,"shoes,women,jewelry",high,,"editorial,designer",weekday_morning
CUST-0003749,"beauty,women",medium,"Veloce Luxe,Bellezza Studio,Luxe & Co.","athleisure,contemporary",anytime
CUST-0003750,handbags,medium,Bellezza Studio,classic,weekday_evening
CUST-0003751,home,low,,"athleisure,editorial",anytime
CUST-0003752,"accessories,home",medium,"Aurelle Couture,Seaside Atelier,Veloce Luxe","designer,classic",weekend
CUST-0003753,"shoes,men",high,"Montclair House,Seaside Atelier,Bellezza Studio",editorial,weekend
CUST-0003754,"jewelry,beauty,home",medium,"Bellezza Studio,Montclair House",contemporary,weekday_morning
CUST-0003755,"beauty,accessories,men",medium,,"contemporary,designer",weekend
CUST-0003756,men,medium,,"designer,editorial",weekday_evening
CUST-0003757,accessories,low,,"athleisure,editorial",weekend
CUST-0003758,"home,women",medium,"Aurelle Couture,Bellezza Studio",contemporary,weekday_evening
CUST-0003759,"shoes,men",medium,,"classic,contemporary",weekday_evening
CUST-0003760,"jewelry,handbags,home",medium,"Bellezza Studio,Veloce Luxe,Luxe & Co.","athleisure,contemporary",weekday_evening
CUST-0003761,accessories,high,"Luxe & Co.,Montclair House,Bellezza Studio","contemporary,athleisure",weekday_evening
CUST-0003762,"men,jewelry",medium,Luxe & Co.,"contemporary,classic",weekday_evening
CUST-0003763,beauty,medium,"Montclair House,Veloce Luxe","contemporary,designer",anytime
CUST-0003764,men,high,,"contemporary,editorial",weekday_evening
CUST-0003765,home,high,Veloce Luxe,athleisure,weekend
CUST-0003766,"accessories,men,jewelry",medium,"Luxe & Co.,Veloce Luxe","designer,editorial",weekday_morning
CUST-0003767,"beauty,home",medium,Bellezza Studio,athleisure,weekday_evening
CUST-0003768,"jewelry,shoes,beauty",medium,"Aurelle Couture,Montclair House,Bellezza Studio","contemporary,classic",anytime
CUST-0003769,"men,accessories,handbags",medium,"Seaside Atelier,Veloce Luxe,Luxe & Co.",designer,anytime
CUST-0003770,women,high,Montclair House,"classic,athleisure",weekday_morning
CUST-0003771,men,low,Seaside Atelier,"contemporary,athleisure",anytime
CUST-0003772,"jewelry,handbags",medium,,designer,anytime
CUST-0003773,"handbags,jewelry",low,"Aurelle Couture,Bellezza Studio,Seaside Atelier",contemporary,anytime
CUST-0003774,"jewelry,accessories,shoes",medium,"Bellezza Studio,Seaside Atelier","contemporary,classic",weekend
CUST-0003775,"beauty,women,shoes",medium,"Luxe & Co.,Seaside Atelier,Veloce Luxe","editorial,contemporary",anytime
CUST-0003776,"home,women,shoes",medium,,designer,weekday_evening
CUST-0003777,shoes,low,Veloce Luxe,"designer,classic",weekday_morning
CUST-0003778,"jewelry,accessories",medium,"Luxe & Co.,Veloce Luxe,Bellezza Studio",editorial,weekday_evening
CUST-0003779,"home,beauty",high,"Montclair House,Aurelle Couture,Veloce Luxe","athleisure,designer",weekend
CUST-0003780,accessories,high,,athleisure,weekend
CUST-0003781,"handbags,accessories",medium,"Aurelle Couture,Veloce Luxe","classic,designer",weekday_morning
CUST-0003782,"women,handbags,accessories",high,Veloce Luxe,"athleisure,classic",anytime
CUST-0003783,"women,home",high,Veloce Luxe,contemporary,anytime
CUST-0003784,beauty,low,Veloce Luxe,designer,weekend
CUST-0003785,women,medium,Luxe & Co.,editorial,weekday_morning
CUST-0003786,"accessories,shoes,jewelry",medium,"Luxe & Co.,Veloce Luxe,Montclair House",athleisure,weekend
CUST-0003787,men,high,,classic,weekday_evening
CUST-0003788,"handbags,beauty,shoes",high,"Aurelle Couture,Veloce Luxe,Montclair House","classic,designer",weekend
CUST-0003789,shoes,medium,Montclair House,"designer,contemporary",weekend
CUST-0003790,"men,women",high,"Aurelle Couture,Seaside Atelier,Luxe & Co.",editorial,anytime
CUST-0003791,handbags,medium,,"contemporary,editorial",weekend
CUST-0003792,"beauty,handbags",high,"Bellezza Studio,Aurelle Couture,Luxe & Co.","editorial,classic",weekend
CUST-0003793,"accessories,home,shoes",low,"Montclair House,Aurelle Couture,Luxe & Co.","classic,editorial",weekday_morning
CUST-0003794,"jewelry,handbags,men",medium,"Montclair House,Seaside Atelier",editorial,weekday_evening
CUST-0003795,shoes,high,"Montclair House,Luxe & Co.,Seaside Atelier",editorial,anytime
CUST-0003796,beauty,medium,"Seaside Atelier,Aurelle Couture",designer,weekend
CUST-0003797,"accessories,home,shoes",medium,,"editorial,contemporary",weekday_morning
CUST-0003798,"men,home",medium,"Luxe & Co.,Bellezza Studio",designer,anytime
CUST-0003799,jewelry,medium,"Veloce Luxe,Bellezza Studio,Seaside Atelier","classic,athleisure",weekend
CUST-0003800,"handbags,home,men",low,Bellezza Studio,classic,weekday_evening
CUST-0003801,"beauty,men,women",medium,"Montclair House,Seaside Atelier,Veloce Luxe",classic,weekend
CUST-0003802,accessories,high,Aurelle Couture,"designer,classic",weekday_morning
CUST-0003803,"handbags,jewelry,women",low,,classic,anytime
CUST-0003804,women,medium,Veloce Luxe,contemporary,weekday_evening
CUST-0003805,"accessories,home,men",high,"Luxe & Co.,Bellezza Studio",contemporary,weekday_morning
CUST-0003806,"jewelry,women",low,,editorial,anytime
CUST-0003807,men,high,,editorial,weekend
CUST-0003808,"women,jewelry,handbags",low,"Luxe & Co.,Bellezza Studio,Montclair House","contemporary,editorial",anytime
CUST-0003809,"women,men,accessories",medium,"Veloce Luxe,Seaside Atelier",contemporary,weekend
CUST-0003810,"beauty,handbags,men",low,"Veloce Luxe,Seaside Atelier",classic,weekday_evening
CUST-0003811,shoes,medium,,"designer,editorial",weekend
CUST-0003812,men,medium,,designer,anytime
CUST-0003813,"handbags,beauty,accessories",high,,"classic,athleisure",weekend
CUST-0003814,"men,accessories",medium,,contemporary,weekend
CUST-0003815,"handbags,jewelry",medium,Veloce Luxe,classic,weekend
CUST-0003816,"women,men,beauty",medium,"Luxe & Co.,Seaside Atelier","editorial,athleisure",anytime
CUST-0003817,"accessories,women",medium,Luxe & Co.,"classic,contemporary",weekday_morning
CUST-0003818,jewelry,medium,"Aurelle Couture,Luxe & Co.,Seaside Atelier","classic,contemporary",anytime
CUST-0003819,"handbags,men,jewelry",medium,"Veloce Luxe,Seaside Atelier,Bellezza Studio","contemporary,designer",weekend
CUST-0003820,"shoes,handbags",medium,Veloce Luxe,"editorial,classic",weekday_morning
CUST-0003821,"shoes,home,women",medium,,designer,weekday_morning
CUST-0003822,shoes,medium,"Montclair House,Luxe & Co.,Seaside Atelier","designer,athleisure",weekday_morning
CUST-0003823,"jewelry,men",medium,,editorial,weekday_evening
CUST-0003824,"beauty,shoes",medium,"Montclair House,Bellezza Studio",contemporary,weekend
CUST-0003825,"handbags,beauty",medium,"Aurelle Couture,Montclair House","designer,classic",weekend
CUST-0003826,"home,shoes,accessories",medium,Montclair House,designer,weekday_evening
CUST-0003827,"accessories,beauty,handbags",medium,Seaside Atelier,"classic,editorial",weekday_morning
CUST-0003828,"men,accessories",high,,designer,weekday_evening
CUST-0003829,"accessories,men",medium,"Bellezza Studio,Montclair House","classic,designer",weekday_evening
CUST-0003830,"jewelry,women",medium,,contemporary,weekday_morning
CUST-0003831,women,medium,,"editorial,designer",weekday_morning
CUST-0003832,"home,jewelry,beauty",low,"Veloce Luxe,Seaside Atelier",contemporary,weekend
CUST-0003833,"accessories,men",medium,Montclair House,"editorial,classic",weekday_evening
CUST-0003834,"handbags,shoes",low,Aurelle Couture,editorial,anytime
CUST-0003835,shoes,medium,Luxe & Co.,designer,weekday_evening
CUST-0003836,"men,women,beauty",medium,,classic,weekday_evening
CUST-0003837,"jewelry,home",medium,Seaside Atelier,classic,anytime
CUST-0003838,"handbags,home",medium,"Aurelle Couture,Bellezza Studio",athleisure,weekday_evening
CUST-0003839,accessories,medium,Montclair House,editorial,anytime
CUST-0003840,"shoes,accessories",high,,designer,weekday_morning
CUST-0003841,"beauty,jewelry",high,"Aurelle Couture,Veloce Luxe",athleisure,weekday_morning
CUST-0003842,"home,handbags",medium,"Aurelle Couture,Veloce Luxe",contemporary,anytime
CUST-0003843,"beauty,handbags",low,Veloce Luxe,"athleisure,editorial",anytime
CUST-0003844,"handbags,women",high,"Luxe & Co.,Aurelle Couture",athleisure,weekend
CUST-0003845,jewelry,medium,,"designer,editorial",weekend
CUST-0003846,"accessories,home",medium,"Aurelle Couture,Luxe & Co.","designer,classic",anytime
CUST-0003847,"beauty,jewelry",medium,,contemporary,weekday_morning
CUST-0003848,"shoes,women,beauty",medium,,athleisure,weekday_evening
CUST-0003849,"beauty,men",high,,classic,weekday_morning
CUST-0003850,"handbags,beauty",medium,,designer,weekday_morning
CUST-0003851,handbags,medium,"Bellezza Studio,Seaside Atelier,Aurelle Couture",athleisure,anytime
CUST-0003852,"home,jewelry",high,"Montclair House,Luxe & Co.,Veloce Luxe",editorial,anytime
CUST-0003853,"jewelry,men",low,Luxe & Co.,"contemporary,classic",weekend
CUST-0003854,"accessories,women",medium,"Montclair House,Aurelle Couture,Seaside Atelier",contemporary,weekend
CUST-0003855,"home,accessories,handbags",low,Montclair House,"contemporary,designer",weekday_morning
CUST-0003856,men,low,,"classic,contemporary",weekday_morning
CUST-0003857,handbags,low,"Montclair House,Veloce Luxe,Luxe & Co.","contemporary,classic",weekday_evening
CUST-0003858,"jewelry,home",medium,"Bellezza Studio,Luxe & Co.",designer,weekend
CUST-0003859,"accessories,women,shoes",high,,"contemporary,designer",anytime
CUST-0003860,beauty,low,,"designer,contemporary",weekday_evening
CUST-0003861,"men,shoes",low,"Seaside Atelier,Bellezza Studio,Aurelle Couture","editorial,designer",weekend
CUST-0003862,"handbags,jewelry,home",medium,,"contemporary,athleisure",weekday_morning
CUST-0003863,accessories,low,Luxe & Co.,"designer,editorial",weekend
CUST-0003864,shoes,low,"Montclair House,Bellezza Studio,Aurelle Couture","editorial,contemporary",weekday_evening
CUST-0003865,men,medium,Aurelle Couture,"athleisure,editorial",weekday_morning
CUST-0003866,women,medium,,athleisure,weekday_morning
CUST-0003867,accessories,medium,"Veloce Luxe,Luxe & Co.,Seaside Atelier",contemporary,anytime
CUST-0003868,"women,handbags,beauty",high,"Seaside Atelier,Montclair House","contemporary,designer",weekend
CUST-0003869,"shoes,beauty",medium,Bellezza Studio,"classic,athleisure",weekday_morning
CUST-0003870,"jewelry,handbags,men",medium,,designer,weekday_evening
CUST-0003871,"women,beauty,men",medium,"Veloce Luxe,Montclair House,Luxe & Co.","editorial,designer",weekday_evening
CUST-0003872,handbags,medium,Bellezza Studio,contemporary,weekday_morning
CUST-0003873,"women,home,beauty",medium,"Veloce Luxe,Aurelle Couture","classic,designer",weekend
CUST-0003874,"accessories,men,handbags",medium,"Veloce Luxe,Luxe & Co.",athleisure,anytime
CUST-0003875,"men,accessories,beauty",high,,editorial,weekend
CUST-0003876,"women,accessories,shoes",medium,"Luxe & Co.,Montclair House,Seaside Atelier",athleisure,anytime
CUST-0003877,"jewelry,shoes",high,Aurelle Couture,contemporary,weekday_morning
CUST-0003878,"men,handbags,jewelry",medium,"Aurelle Couture,Luxe & Co.","editorial,designer",weekday_morning
CUST-0003879,accessories,medium,"Veloce Luxe,Montclair House,Seaside Atelier",athleisure,weekend
CUST-0003880,"accessories,handbags,home",medium,"Aurelle Couture,Veloce Luxe",athleisure,weekday_evening
CUST-0003881,"jewelry,women",high,"Aurelle Couture,Veloce Luxe,Luxe & Co.","designer,contemporary",weekday_morning
CUST-0003882,"jewelry,home",medium,"Bellezza Studio,Luxe & Co.",classic,weekday_morning
CUST-0003883,"shoes,women,home",medium,Montclair House,classic,anytime
CUST-0003884,"beauty,women",medium,Montclair House,"editorial,classic",weekend
CUST-0003885,"men,accessories,home",medium,"Bellezza Studio,Montclair House,Aurelle Couture","classic,designer",weekday_evening
CUST-0003886,"home,jewelry",high,Montclair House,"athleisure,editorial",weekday_morning
CUST-0003887,beauty,medium,Seaside Atelier,"classic,athleisure",weekday_morning
CUST-0003888,"home,men",medium,"Veloce Luxe,Seaside Atelier",classic,weekday_morning
CUST-0003889,"jewelry,men,accessories",medium,Bellezza Studio,designer,weekend
CUST-0003890,women,medium,Montclair House,"classic,designer",anytime
CUST-0003891,men,low,"Veloce Luxe,Luxe & Co.,Aurelle Couture","classic,athleisure",anytime
CUST-0003892,"accessories,home",medium,"Bellezza Studio,Veloce Luxe",classic,weekday_evening
CUST-0003893,"accessories,women,men",medium,"Aurelle Couture,Veloce Luxe",classic,weekend
CUST-0003894,beauty,medium,"Veloce Luxe,Aurelle Couture",athleisure,weekday_evening
CUST-0003895,jewelry,high,"Montclair House,Aurelle Couture,Seaside Atelier",contemporary,weekend
CUST-0003896,"jewelry,men,home",medium,"Seaside Atelier,Veloce Luxe,Aurelle Couture","editorial,contemporary",anytime
CUST-0003897,"accessories,men",low,"Luxe & Co.,Aurelle Couture",editorial,weekday_morning
CUST-0003898,"shoes,men,accessories",medium,Luxe & Co.,editorial,weekday_evening
CUST-0003899,"accessories,women,men",high,"Luxe & Co.,Veloce Luxe",contemporary,weekday_evening
CUST-0003900,"men,beauty",medium,"Aurelle Couture,Veloce Luxe",designer,anytime
CUST-0003901,beauty,medium,Seaside Atelier,designer,weekend
CUST-0003902,"handbags,jewelry,home",high,"Montclair House,Bellezza Studio","contemporary,classic",weekend
CUST-0003903,shoes,high,"Seaside Atelier,Bellezza Studio",classic,weekday_evening
CUST-0003904,jewelry,high,Veloce Luxe,"athleisure,classic",weekday_morning
CUST-0003905,"accessories,handbags,home",high,Aurelle Couture,classic,weekday_morning
CUST-0003906,"home,men",low,"Luxe & Co.,Bellezza Studio,Montclair House",contemporary,weekend
CUST-0003907,"shoes,men,women",medium,,designer,weekend
CUST-0003908,"shoes,jewelry",medium,"Luxe & Co.,Seaside Atelier","contemporary,classic",weekday_evening
CUST-0003909,accessories,medium,Aurelle Couture,"athleisure,editorial",weekday_morning
CUST-0003910,jewelry,medium,"Montclair House,Luxe & Co.","contemporary,classic",weekday_morning
CUST-0003911,"handbags,accessories,jewelry",high,,"designer,contemporary",weekday_morning
CUST-0003912,jewelry,high,Bellezza Studio,"classic,athleisure",weekday_evening
CUST-0003913,women,medium,Aurelle Couture,"editorial,athleisure",weekend
CUST-0003914,"men,women",medium,"Seaside Atelier,Montclair House",classic,weekday_morning
CUST-0003915,"shoes,beauty,accessories",medium,Luxe & Co.,"contemporary,classic",weekend
CUST-0003916,beauty,medium,"Veloce Luxe,Luxe & Co.",athleisure,anytime
CUST-0003917,women,low,Bellezza Studio,"athleisure,contemporary",anytime
CUST-0003918,jewelry,low,Montclair House,"contemporary,designer",weekday_evening
CUST-0003919,"home,shoes,jewelry",high,,"designer,editorial",weekday_morning
CUST-0003920,"women,home,jewelry",medium,"Veloce Luxe,Luxe & Co.,Seaside Atelier","contemporary,classic",weekend
CUST-0003921,"accessories,handbags",high,Montclair House,"contemporary,designer",anytime
CUST-0003922,accessories,medium,,"classic,designer",anytime
CUST-0003923,women,medium,Bellezza Studio,"designer,athleisure",weekday_morning
CUST-0003924,"handbags,shoes,men",medium,"Bellezza Studio,Seaside Atelier","contemporary,athleisure",anytime
CUST-0003925,"beauty,men,shoes",medium,"Aurelle Couture,Luxe & Co.","designer,editorial",anytime
CUST-0003926,home,high,,designer,weekday_morning
CUST-0003927,"jewelry,beauty,handbags",medium,"Luxe & Co.,Montclair House",classic,anytime
CUST-0003928,women,medium,"Veloce Luxe,Aurelle Couture,Seaside Atelier",editorial,weekend
CUST-0003929,home,medium,"Bellezza Studio,Veloce Luxe,Montclair House",classic,weekday_evening
CUST-0003930,"men,shoes",low,Montclair House,editorial,anytime
CUST-0003931,"shoes,accessories",low,,editorial,anytime
CUST-0003932,men,medium,"Seaside Atelier,Luxe & Co.,Veloce Luxe",classic,weekday_morning
CUST-0003933,handbags,medium,,"editorial,designer",weekend
CUST-0003934,jewelry,high,"Bellezza Studio,Seaside Atelier,Luxe & Co.",contemporary,weekend
CUST-0003935,"women,jewelry,home",medium,"Aurelle Couture,Luxe & Co.,Veloce Luxe","contemporary,athleisure",weekend
CUST-0003936,"handbags,shoes,accessories",medium,,"athleisure,contemporary",weekend
CUST-0003937,shoes,low,,"athleisure,editorial",weekend
CUST-0003938,jewelry,medium,"Veloce Luxe,Bellezza Studio","athleisure,contemporary",weekend
CUST-0003939,"handbags,women",low,Luxe & Co.,classic,weekday_morning
CUST-0003940,"handbags,home",medium,,"athleisure,editorial",weekday_evening
CUST-0003941,"accessories,women",medium,"Montclair House,Veloce Luxe,Aurelle Couture","classic,editorial",weekday_morning
CUST-0003942,"accessories,men",high,,"athleisure,designer",weekday_evening
CUST-0003943,men,high,,designer,weekend
CUST-0003944,"men,jewelry",low,"Veloce Luxe,Luxe & Co.","editorial,contemporary",anytime
CUST-0003945,beauty,medium,Aurelle Couture,editorial,weekday_morning
CUST-0003946,"handbags,shoes",medium,"Montclair House,Bellezza Studio","classic,designer",weekday_morning
CUST-0003947,"men,jewelry,beauty",medium,"Luxe & Co.,Aurelle Couture,Bellezza Studio",classic,weekday_morning
CUST-0003948,"women,beauty,jewelry",medium,,contemporary,anytime
CUST-0003949,jewelry,high,,editorial,weekday_evening
CUST-0003950,"handbags,shoes,women",high,"Luxe & Co.,Seaside Atelier","classic,contemporary",weekday_evening
CUST-0003951,women,medium,"Seaside Atelier,Luxe & Co.","designer,editorial",weekday_evening
CUST-0003952,"jewelry,men,home",high,"Montclair House,Seaside Atelier","athleisure,designer",weekend
CUST-0003953,"handbags,home",medium,Luxe & Co.,editorial,anytime
CUST-0003954,"home,men,handbags",medium,"Luxe & Co.,Seaside Atelier","designer,contemporary",anytime
CUST-0003955,shoes,low,"Montclair House,Veloce Luxe","contemporary,athleisure",anytime
CUST-0003956,"accessories,jewelry,home",medium,"Luxe & Co.,Veloce Luxe","classic,editorial",anytime
CUST-0003957,handbags,high,"Montclair House,Veloce Luxe",classic,anytime
CUST-0003958,men,medium,"Aurelle Couture,Veloce Luxe","editorial,contemporary",anytime
CUST-0003959,"accessories,jewelry",low,,"editorial,designer",weekday_evening
CUST-0003960,"jewelry,shoes,home",medium,,classic,weekday_evening
CUST-0003961,jewelry,high,,designer,weekday_evening
CUST-0003962,jewelry,low,"Luxe & Co.,Montclair House,Veloce Luxe","classic,designer",weekend
CUST-0003963,women,high,,"classic,athleisure",weekday_evening
CUST-0003964,handbags,medium,,"athleisure,editorial",anytime
CUST-0003965,"men,jewelry",low,,classic,weekend
CUST-0003966,"accessories,beauty,men",medium,,designer,weekday_evening
CUST-0003967,"women,jewelry,beauty",medium,"Veloce Luxe,Aurelle Couture,Bellezza Studio","contemporary,designer",weekday_evening
CUST-0003968,handbags,medium,"Bellezza Studio,Montclair House,Aurelle Couture","designer,editorial",weekday_morning
CUST-0003969,"beauty,men",high,"Bellezza Studio,Seaside Atelier","classic,contemporary",anytime
CUST-0003970,"accessories,shoes,handbags",medium,,"athleisure,contemporary",anytime
CUST-0003971,"beauty,women",high,"Veloce Luxe,Seaside Atelier","editorial,classic",weekend
CUST-0003972,men,high,Aurelle Couture,classic,weekday_morning
CUST-0003973,men,high,,"athleisure,designer",anytime
CUST-0003974,"women,handbags",high,Luxe & Co.,athleisure,weekday_evening
CUST-0003975,"shoes,handbags,beauty",high,Aurelle Couture,"contemporary,classic",anytime
CUST-0003976,"accessories,jewelry",medium,"Seaside Atelier,Luxe & Co.","athleisure,contemporary",weekend
CUST-0003977,"jewelry,handbags",medium,"Luxe & Co.,Seaside Atelier",classic,weekend
CUST-0003978,"beauty,accessories",low,,"athleisure,classic",weekend
CUST-0003979,"handbags,accessories",medium,Bellezza Studio,"designer,contemporary",weekend
CUST-0003980,home,medium,"Seaside Atelier,Veloce Luxe","editorial,contemporary",weekday_evening
CUST-0003981,jewelry,medium,Luxe & Co.,"designer,editorial",anytime
CUST-0003982,"shoes,accessories",medium,,classic,weekday_morning
CUST-0003983,"women,handbags",high,Seaside Atelier,"classic,athleisure",weekday_evening
CUST-0003984,"beauty,shoes",medium,,editorial,weekend
CUST-0003985,"shoes,accessories",medium,"Veloce Luxe,Montclair House",designer,anytime
CUST-0003986,"handbags,shoes,women",medium,"Bellezza Studio,Veloce Luxe,Seaside Atelier",designer,weekday_evening
CUST-0003987,"jewelry,men,shoes",medium,"Bellezza Studio,Luxe & Co.","classic,contemporary",weekend
CUST-0003988,"jewelry,beauty",high,Seaside Atelier,classic,weekday_morning
CUST-0003989,"women,shoes",high,"Montclair House,Aurelle Couture",editorial,weekday_evening
CUST-0003990,women,medium,"Seaside Atelier,Luxe & Co.","classic,athleisure",weekday_morning
CUST-0003991,"jewelry,women",medium,Aurelle Couture,athleisure,anytime
CUST-0003992,men,medium,,athleisure,weekend
CUST-0003993,"home,shoes,beauty",medium,"Bellezza Studio,Montclair House","contemporary,athleisure",weekend
CUST-0003994,jewelry,medium,,editorial,weekday_evening
CUST-0003995,"beauty,shoes",medium,,editorial,anytime
CUST-0003996,"women,men,home",medium,Luxe & Co.,"contemporary,editorial",weekday_morning
CUST-0003997,"shoes,beauty,women",high,"Aurelle Couture,Bellezza Studio","athleisure,contemporary",weekend
CUST-0003998,"handbags,home,men",low,Veloce Luxe,"designer,classic",weekend
CUST-0003999,"beauty,handbags",high,Seaside Atelier,"athleisure,classic",weekday_morning
CUST-0004000,"home,accessories",low,Luxe & Co.,"designer,editorial",anytime
CUST-0004001,"women,handbags,beauty",medium,Veloce Luxe,"athleisure,classic",anytime
CUST-0004002,accessories,medium,"Montclair House,Seaside Atelier,Luxe & Co.",contemporary,anytime
CUST-0004003,"shoes,men,women",low,"Seaside Atelier,Luxe & Co.,Montclair House",designer,anytime
CUST-0004004,"men,home,beauty",medium,Seaside Atelier,classic,weekday_evening
CUST-0004005,"beauty,home,shoes",medium,,athleisure,anytime
CUST-0004006,handbags,medium,Seaside Atelier,contemporary,anytime
CUST-0004007,handbags,medium,"Veloce Luxe,Bellezza Studio","classic,contemporary",weekday_morning
CUST-0004008,"jewelry,handbags,men",medium,"Veloce Luxe,Aurelle Couture,Bellezza Studio","designer,athleisure",weekday_evening
CUST-0004009,men,low,,"contemporary,athleisure",weekend
CUST-0004010,"accessories,beauty",medium,"Veloce Luxe,Luxe & Co.","editorial,athleisure",weekend
CUST-0004011,jewelry,medium,"Montclair House,Luxe & Co.",editorial,weekday_evening
CUST-0004012,"beauty,women,accessories",medium,"Bellezza Studio,Veloce Luxe","designer,contemporary",weekend
CUST-0004013,"shoes,beauty",medium,"Montclair House,Veloce Luxe,Luxe & Co.",editorial,weekend
CUST-0004014,accessories,low,Luxe & Co.,editorial,anytime
CUST-0004015,"jewelry,men",high,"Veloce Luxe,Luxe & Co.,Aurelle Couture","contemporary,athleisure",weekday_morning
CUST-0004016,women,low,Montclair House,contemporary,anytime
CUST-0004017,"home,jewelry",low,,"athleisure,classic",anytime
CUST-0004018,beauty,medium,"Montclair House,Seaside Atelier,Luxe & Co.","classic,contemporary",weekday_morning
CUST-0004019,home,high,"Veloce Luxe,Bellezza Studio,Luxe & Co.",editorial,weekday_morning
CUST-0004020,"men,beauty",high,Bellezza Studio,"designer,classic",weekday_morning
CUST-0004021,"handbags,jewelry,accessories",medium,Aurelle Couture,designer,weekend
CUST-0004022,"accessories,women",medium,,editorial,weekend
CUST-0004023,jewelry,low,"Luxe & Co.,Seaside Atelier","contemporary,classic",weekday_evening
CUST-0004024,"beauty,jewelry,accessories",high,,athleisure,anytime
CUST-0004025,"beauty,women",high,"Aurelle Couture,Luxe & Co.",designer,weekend
CUST-0004026,jewelry,high,"Bellezza Studio,Veloce Luxe","designer,athleisure",weekend
CUST-0004027,"beauty,shoes,handbags",high,Montclair House,designer,weekend
CUST-0004028,accessories,low,Montclair House,"classic,editorial",weekend
CUST-0004029,"men,women",medium,"Montclair House,Bellezza Studio",athleisure,weekday_evening
